filepath,label,source,cough_source,noise_source,snr_db
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00206__snr0__cough_ALA_000347_oldv1_rank066_p0.563_src300.30-301.30_clip300.30-301.30__noise_ALA_000347_v2_rank022_p0.812_src140.60-141.60_clip140.60-141.60.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank066_p0.563_src300.30-301.30_clip300.30-301.30.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_v2_rank022_p0.812_src140.60-141.60_clip140.60-141.60.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00207__snr5__cough_ALA_000347_oldv1_rank068_p0.700_src320.20-321.20_clip320.20-321.20__noise_ALA_000347_oldv1_rank067_p0.693_src125.40-126.40_clip125.40-126.40.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank068_p0.700_src320.20-321.20_clip320.20-321.20.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank067_p0.693_src125.40-126.40_clip125.40-126.40.wav,5.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00208__snr10__cough_ALA_E_2_2020-09-30_01-21-52_571__rank008__p0.922__52.90-54.70__noise_ALA_000347_oldv1_rank016_p0.556_src122.80-123.80_clip122.80-123.80.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_01-21-52_571__rank008__p0.922__52.90-54.70.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank016_p0.556_src122.80-123.80_clip122.80-123.80.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00209__snr10__cough_ALA_E_2_2020-09-30_00-51-50_372__rank009__p0.982__307.80-310.00__noise_ALA_E_2_2020-09-30_00-09-47_321__rank019__p0.961__177.30-179.40.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_00-51-50_372__rank009__p0.982__307.80-310.00.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\pig_whistle_squeal\ALA_E_2_2020-09-30_00-09-47_321__rank019__p0.961__177.30-179.40.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00210__snr5__cough_ALA_000347_oldv1_rank057_p0.736_src92.40-93.40_clip92.40-93.40__noise_ALA_E_2_2020-09-30_01-03-51_362__rank019__p0.898__294.00-296.00.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank057_p0.736_src92.40-93.40_clip92.40-93.40.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_01-03-51_362__rank019__p0.898__294.00-296.00.wav,5.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00211__snr0__cough_ALA_000347_oldv1_rank027_p0.793_src10.10-11.10_clip10.10-11.10__noise_ALA_000347_oldv1_rank013_p0.582_src190.40-191.40_clip190.40-191.40.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank027_p0.793_src10.10-11.10_clip10.10-11.10.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank013_p0.582_src190.40-191.40_clip190.40-191.40.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00212__snr10__cough_ALA_000347_rank006_p0.940_src354.30-355.30_clip354.30-355.30__noise_ALA_E_2_2020-09-30_00-27-48_845__rank016__p0.706__301.60-303.00.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_rank006_p0.940_src354.30-355.30_clip354.30-355.30.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\pig_whistle_squeal\ALA_E_2_2020-09-30_00-27-48_845__rank016__p0.706__301.60-303.00.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00213__snr10__cough_ALA_000347_oldv1_rank034_p0.757_src231.00-232.00_clip231.00-232.00__noise_ALA_000347_oldv1_rank040_p0.852_src246.60-247.60_clip246.60-247.60.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank034_p0.757_src231.00-232.00_clip231.00-232.00.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank040_p0.852_src246.60-247.60_clip246.60-247.60.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00214__snr5__cough_ALA_000347_oldv1_rank015_p0.791_src255.70-256.70_clip255.70-256.70__noise_ALA_000347_oldv1_rank011_p0.598_src15.40-16.40_clip15.40-16.40.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank015_p0.791_src255.70-256.70_clip255.70-256.70.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank011_p0.598_src15.40-16.40_clip15.40-16.40.wav,5.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00215__snr10__cough_ALA_E_2_2020-09-30_01-15-52_167__rank013__p0.950__315.10-317.60__noise_ALA_000347_oldv1_rank039_p0.746_src153.90-154.90_clip153.90-154.90.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_01-15-52_167__rank013__p0.950__315.10-317.60.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank039_p0.746_src153.90-154.90_clip153.90-154.90.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00216__snr5__cough_ALA_E_2_2020-09-30_01-45-54_312__rank009__p0.956__57.20-59.60__noise_sample01_rank003_p0.972_src327.80-328.80_clip327.80-328.80.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_01-45-54_312__rank009__p0.956__57.20-59.60.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\sample01_rank003_p0.972_src327.80-328.80_clip327.80-328.80.wav,5.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00217__snr5__cough_ALA_000347_oldv1_rank025_p0.913_src318.30-319.30_clip318.30-319.30__noise_ALA_E_2_2020-09-30_00-45-49_855__rank001__p0.984__233.50-236.40.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank025_p0.913_src318.30-319.30_clip318.30-319.30.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-45-49_855__rank001__p0.984__233.50-236.40.wav,5.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00218__snr0__cough_ALA_E_2_2020-09-30_00-03-47_130__rank005__p0.996__257.80-260.40__noise_ALA_000347_oldv1_rank043_p0.838_src184.60-185.60_clip184.60-185.60.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_00-03-47_130__rank005__p0.996__257.80-260.40.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank043_p0.838_src184.60-185.60_clip184.60-185.60.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00219__snr0__cough_ALA_000347_oldv1_rank067_p0.689_src286.00-287.00_clip286.00-287.00__noise_ALA_000347_oldv1_rank051_p0.804_src345.10-346.10_clip345.10-346.10.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank067_p0.689_src286.00-287.00_clip286.00-287.00.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank051_p0.804_src345.10-346.10_clip345.10-346.10.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00220__snr5__cough_ALA_000347_oldv1_rank007_p0.972_src99.60-100.60_clip99.60-100.60__noise_ALA_000347_oldv1_rank066_p0.692_src146.50-147.50_clip146.50-147.50.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank007_p0.972_src99.60-100.60_clip99.60-100.60.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank066_p0.692_src146.50-147.50_clip146.50-147.50.wav,5.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00221__snr10__cough_ALA_E_2_2020-09-30_00-51-50_372__rank014__p0.968__219.20-221.40__noise_ALA_E_2_2020-09-30_00-15-47_817__rank006__p0.981__58.60-60.40.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_00-51-50_372__rank014__p0.968__219.20-221.40.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\pig_whistle_squeal\ALA_E_2_2020-09-30_00-15-47_817__rank006__p0.981__58.60-60.40.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00222__snr5__cough_ALA_E_2_2020-09-30_01-15-52_167__rank004__p0.968__138.60-140.40__noise_ALA_E_2_2020-09-30_01-33-53_320__rank016__p0.887__181.40-183.60.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_01-15-52_167__rank004__p0.968__138.60-140.40.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-33-53_320__rank016__p0.887__181.40-183.60.wav,5.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00223__snr10__cough_ALA_000347_v2_rank002_p0.957_src104.40-105.40_clip104.40-105.40__noise_ALA_000347_oldv1_rank011_p0.910_src244.00-245.00_clip244.00-245.00.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_v2_rank002_p0.957_src104.40-105.40_clip104.40-105.40.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank011_p0.910_src244.00-245.00_clip244.00-245.00.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00224__snr10__cough_ALA_000347_v2_rank005_p0.949_src354.30-355.30_clip354.30-355.30__noise_ALA_000347_oldv1_rank038_p0.753_src223.90-224.90_clip223.90-224.90.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_v2_rank005_p0.949_src354.30-355.30_clip354.30-355.30.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank038_p0.753_src223.90-224.90_clip223.90-224.90.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00225__snr5__cough_ALA_E_2_2020-09-30_00-51-50_372__rank009__p0.982__307.80-310.00__noise_ALA_E_2_2020-09-30_01-33-53_320__rank011__p0.918__322.00-324.10.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_00-51-50_372__rank009__p0.982__307.80-310.00.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_01-33-53_320__rank011__p0.918__322.00-324.10.wav,5.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00226__snr5__cough_ALA_000347_oldv1_rank067_p0.689_src286.00-287.00_clip286.00-287.00__noise_ALA_000347_oldv1_rank032_p0.836_src139.00-140.00_clip139.00-140.00.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank067_p0.689_src286.00-287.00_clip286.00-287.00.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank032_p0.836_src139.00-140.00_clip139.00-140.00.wav,5.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00227__snr0__cough_ALA_000347_oldv1_rank066_p0.669_src75.70-76.70_clip75.70-76.70__noise_ALA_E_2_2020-09-30_01-45-54_312__rank020__p0.912__61.70-63.50.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank066_p0.669_src75.70-76.70_clip75.70-76.70.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_01-45-54_312__rank020__p0.912__61.70-63.50.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00228__snr0__cough_ALA_E_2_2020-09-30_00-09-47_321__rank004__p0.978__67.40-70.00__noise_ALA_E_2_2020-09-30_00-15-47_817__rank011__p0.967__259.40-261.50.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_00-09-47_321__rank004__p0.978__67.40-70.00.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\pig_whistle_squeal\ALA_E_2_2020-09-30_00-15-47_817__rank011__p0.967__259.40-261.50.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00229__snr5__cough_ALA_000347_oldv1_rank071_p0.786_src33.70-34.70_clip33.70-34.70__noise_ALA_E_2_2020-09-30_00-57-50_867__rank012__p0.909__162.00-163.50.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank071_p0.786_src33.70-34.70_clip33.70-34.70.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_00-57-50_867__rank012__p0.909__162.00-163.50.wav,5.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00230__snr0__cough_ALA_000347_v2_rank035_p0.773_src352.90-353.90_clip352.90-353.90__noise_ALA_000347_rank008_p0.925_src184.80-185.80_clip184.80-185.80.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_v2_rank035_p0.773_src352.90-353.90_clip352.90-353.90.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_rank008_p0.925_src184.80-185.80_clip184.80-185.80.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00231__snr10__cough_ALA_000347_oldv1_rank009_p0.878_src172.20-173.20_clip172.20-173.20__noise_ALA_E_2_2020-09-30_00-09-47_321__rank011__p0.968__275.70-277.50.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank009_p0.878_src172.20-173.20_clip172.20-173.20.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\pig_whistle_squeal\ALA_E_2_2020-09-30_00-09-47_321__rank011__p0.968__275.70-277.50.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00232__snr10__cough_ALA_E_2_2020-09-30_01-15-52_167__rank004__p0.968__138.60-140.40__noise_ALA_000347_oldv1_rank031_p0.779_src353.90-354.90_clip353.90-354.90.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_01-15-52_167__rank004__p0.968__138.60-140.40.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank031_p0.779_src353.90-354.90_clip353.90-354.90.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00233__snr10__cough_ALA_000347_oldv1_rank037_p0.754_src232.80-233.80_clip232.80-233.80__noise_ALA_E_2_2020-09-30_01-51-54_564__rank003__p0.989__36.20-38.50.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank037_p0.754_src232.80-233.80_clip232.80-233.80.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-51-54_564__rank003__p0.989__36.20-38.50.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00234__snr10__cough_ALA_000347_oldv1_rank038_p0.791_src27.70-28.70_clip27.70-28.70__noise_ALA_000347_oldv1_rank031_p0.779_src353.90-354.90_clip353.90-354.90.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank038_p0.791_src27.70-28.70_clip27.70-28.70.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank031_p0.779_src353.90-354.90_clip353.90-354.90.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00235__snr10__cough_ALA_000347_oldv1_rank077_p0.675_src98.20-99.20_clip98.20-99.20__noise_ALA_E_2_2020-09-30_01-45-54_312__rank013__p0.950__96.00-98.30.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank077_p0.675_src98.20-99.20_clip98.20-99.20.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-45-54_312__rank013__p0.950__96.00-98.30.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00236__snr5__cough_ALA_000347_oldv1_rank070_p0.786_src165.80-166.80_clip165.80-166.80__noise_ALA_E_2_2020-09-30_01-33-53_320__rank019__p0.851__108.40-110.20.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank070_p0.786_src165.80-166.80_clip165.80-166.80.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_01-33-53_320__rank019__p0.851__108.40-110.20.wav,5.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00237__snr0__cough_ALA_E_2_2020-09-30_01-03-51_362__rank010__p0.956__248.80-251.00__noise_ALA_000347_v2_rank006_p0.923_src287.70-288.70_clip287.70-288.70.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_01-03-51_362__rank010__p0.956__248.80-251.00.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_v2_rank006_p0.923_src287.70-288.70_clip287.70-288.70.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00238__snr5__cough_ALA_000347_oldv1_rank020_p0.928_src272.20-273.20_clip272.20-273.20__noise_ALA_E_2_2020-09-30_00-39-49_327__rank001__p0.979__154.00-156.20.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank020_p0.928_src272.20-273.20_clip272.20-273.20.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_00-39-49_327__rank001__p0.979__154.00-156.20.wav,5.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00239__snr5__cough_ALA_000347_rank045_p0.775_src4.10-5.10_clip4.10-5.10__noise_ALA_E_2_2020-09-30_01-33-53_320__rank006__p0.950__99.40-102.00.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_rank045_p0.775_src4.10-5.10_clip4.10-5.10.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\mixed_noise\ALA_E_2_2020-09-30_01-33-53_320__rank006__p0.950__99.40-102.00.wav,5.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00240__snr10__cough_ALA_000347_rank033_p0.803_src106.60-107.60_clip106.60-107.60__noise_ALA_000347_oldv1_rank003_p0.938_src196.30-197.30_clip196.30-197.30.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_rank033_p0.803_src106.60-107.60_clip106.60-107.60.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank003_p0.938_src196.30-197.30_clip196.30-197.30.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00241__snr10__cough_ALA_000347_oldv1_rank056_p0.745_src37.90-38.90_clip37.90-38.90__noise_ALA_000347_oldv1_rank007_p0.920_src55.60-56.60_clip55.60-56.60.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank056_p0.745_src37.90-38.90_clip37.90-38.90.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank007_p0.920_src55.60-56.60_clip55.60-56.60.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00242__snr10__cough_sample01_rank007_p0.943_src99.90-100.90_clip99.90-100.90__noise_ALA_E_2_2020-09-30_01-51-54_564__rank011__p0.904__322.10-323.60.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\sample01_rank007_p0.943_src99.90-100.90_clip99.90-100.90.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\equipment\ALA_E_2_2020-09-30_01-51-54_564__rank011__p0.904__322.10-323.60.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00243__snr10__cough_ALA_E_2_2020-09-29_23-57-46_617__rank004__p0.998__353.60-356.80__noise_ALA_000347_oldv1_rank034_p0.886_src147.20-148.20_clip147.20-148.20.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-29_23-57-46_617__rank004__p0.998__353.60-356.80.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank034_p0.886_src147.20-148.20_clip147.20-148.20.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00244__snr10__cough_ALA_000347_oldv1_rank032_p0.812_src46.60-47.60_clip46.60-47.60__noise_ALA_000347_v2_rank024_p0.801_src178.00-179.00_clip178.00-179.00.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank032_p0.812_src46.60-47.60_clip46.60-47.60.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_v2_rank024_p0.801_src178.00-179.00_clip178.00-179.00.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00245__snr0__cough_ALA_000347_rank064_p0.751_src308.50-309.50_clip308.50-309.50__noise_ALA_E_2_2020-09-30_00-03-47_130__rank020__p0.986__172.20-174.00.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_rank064_p0.751_src308.50-309.50_clip308.50-309.50.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\mixed_noise\ALA_E_2_2020-09-30_00-03-47_130__rank020__p0.986__172.20-174.00.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00246__snr0__cough_ALA_000347_oldv1_rank037_p0.751_src45.50-46.50_clip45.50-46.50__noise_ALA_000347_v2_rank005_p0.925_src184.80-185.80_clip184.80-185.80.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank037_p0.751_src45.50-46.50_clip45.50-46.50.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_v2_rank005_p0.925_src184.80-185.80_clip184.80-185.80.wav,0.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00247__snr5__cough_ALA_000347_oldv1_rank013_p0.947_src100.90-101.90_clip100.90-101.90__noise_ALA_E_2_2020-09-30_01-33-53_320__rank017__p0.886__105.50-107.30.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank013_p0.947_src100.90-101.90_clip100.90-101.90.wav,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\other_clean\fan_noise\ALA_E_2_2020-09-30_01-33-53_320__rank017__p0.886__105.50-107.30.wav,5.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00248__snr10__cough_ALA_E_2_2020-09-30_00-15-47_817__rank008__p0.970__107.10-109.20__noise_ALA_000347_oldv1_rank001_p0.947_src210.80-211.80_clip210.80-211.80.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round4_clips\reviewed\cough_clean\ALA_E_2_2020-09-30_00-15-47_817__rank008__p0.970__107.10-109.20.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank001_p0.947_src210.80-211.80_clip210.80-211.80.wav,10.0
C:\py\pigsound\pig-sound-classification\data\augmented\round4_noise_mix_v2\cough\mix_00249__snr10__cough_ALA_000347_oldv1_rank060_p0.721_src309.10-310.10_clip309.10-310.10__noise_ALA_000347_oldv1_rank016_p0.903_src15.20-16.20_clip15.20-16.20.wav,cough,noise_mixed_cough,C:\py\pigsound\pig-sound-classification\det_round1_clips\cough_clean\ALA_000347_oldv1_rank060_p0.721_src309.10-310.10_clip309.10-310.10.wav,C:\py\pigsound\pig-sound-classification\det_round1_clips\other_clean\ALA_000347_oldv1_rank016_p0.903_src15.20-16.20_clip15.20-16.20.wav,10.0
